name,film,boxoffice
Joseph Graham,1.0,1.0
Brian Dorton,1.0,1.0
Lee Matthews,1.0,1.0
Manuel Marín,1.0,1.0
Maryam Keshavarz,1.0,1.0
Ramaa Mosley,1.0,1.0
Graham Heid,1.0,267447150.0
Norman Wright,1.0,267447150.0
C. Jay Cox,2.0,819940.0
Mariette Monpierre,1.0,1.0
Tommy Oliver,1.0,1.0
Jamie Travis,1.0,1243961.0
Rich Christiano,1.0,1.0
Natalie Bible',1.0,1.0
Asghar Farhadi,1.0,24426169.0
Justin Molotnikov,1.0,1.0
G.W. Pabst,1.0,1.0
Jorge Gaggero,1.0,1.0
Michael Burke,1.0,62852.0
Catherine Jelski,1.0,1.0
Shane Dawson,1.0,1.0
Ryan Little,1.0,1.0
Clark Baker,1.0,1.0
Dave Willis,1.0,1.0
Matt Maiellaro,1.0,1.0
Ben Wheatley,2.0,181760.0
Olly Blackburn,1.0,1.0
Christopher Hutson,1.0,1.0
David LaChapelle,1.0,1.0
Caryn Waechter,1.0,1.0
Emily Dell,1.0,1.0
Valerie Red-Horse,1.0,10508.0
Jennifer Wynne Farmer,1.0,10508.0
Christopher Scott Cherot,1.0,1.0
H.M. Coakley,1.0,1.0
Randy Moore,1.0,1.0
Chris Atkins,1.0,1.0
Bill Benenson,1.0,1.0
Ryan Smith,1.0,69497587.0
Travis Romero,1.0,1.0
Anna Mastro,1.0,1.0
Mark Sandrich,1.0,3202000.0
Daniel Myrick,1.0,248000000.0
Eduardo Sánchez,1.0,248000000.0
Michael Wadleigh,1.0,34505110.0
Gene Teigland,1.0,1.0
Scott Ziehl,1.0,1.0
Richard Montoya,1.0,1.0
Johanna Schwartz,1.0,1.0
Thomas Lilti,1.0,1.0
Michael Walker,1.0,1.0
U. Roberto Romano,1.0,1.0
Amy Holden Jones,1.0,1.0
Blaž Završnik,1.0,1.0
Pan Nalin,2.0,2074001.0
Joe Camp,1.0,1.0
Matt Walsh,1.0,1.0
John 'Bud' Cardos,1.0,17000000.0
Marilyn Agrelo,1.0,9387581.0
Brian Baugh,1.0,1.0
Patrick Creadon,1.0,1.0
Barry W. Blaustein,1.0,500000.0
Kurt Hale,2.0,2.0
Siddiq Barmak,1.0,1.0
Joseph Dorman,1.0,845188.0
Greg Harrison,2.0,169327688.0
Jacob Aaron Estes,1.0,603943.0
Eric Schaeffer,1.0,138000000.0
Neema Barnette,1.0,1.0
Joe Swanberg,2.0,343342.0
Molly Bernstein,1.0,1.0
Marius Markevicius,1.0,1.0
Tom DiCillo,1.0,1.0
Quentin Dupieux,1.0,98017.0
Alex Smith,1.0,1.0
Andrew J. Smith,1.0,1.0
Gareth Edwards,1.0,4242978.0
Jonathan Parker,1.0,1.0
Sol Tryon,1.0,1.0
Alex Craig Mann,1.0,1.0
Stephen Kijak,1.0,1.0
William Gazecki,1.0,1.0
Michael Hoffman Jr.,1.0,1.0
Aaron T. Wells,1.0,1.0
Georgia Hilton,1.0,1.0
Jack Heller,1.0,1.0
Fernando Baez Mella,1.0,1.0
Warren Sheppard,1.0,1.0
Justin Paul Miller,1.0,1.0
Joel Paul Reisig,2.0,2.0
Catherine Gund,1.0,1.0
Hans Canosa,1.0,973525.0
Matthew Watts,1.0,1.0
Lloyd Bacon,1.0,2281000.0
Kay Pollak,1.0,1.0
Eric England,1.0,1.0
Terry Jones,1.0,5028948.0
Sue Corcoran,1.0,1.0
Jonathan Caouette,1.0,1162014.0
Matt Jackson,1.0,1.0
Lucio Fulci,1.0,1.0
Paul Fox,1.0,1.0
Cassandra Nicolaou,1.0,1.0
Ingmar Bergman,1.0,1.0
D.W. Griffith,1.0,8394751.0
Roger Nygard,1.0,1.0
Harry Beaumont,1.0,4358000.0
Franck Khalfoun,1.0,31081.0
Mor Loushy,1.0,1.0
Henry Alex Rubin,1.0,1750211.0
Dana Adam Shapiro,1.0,1750211.0
Sam Firstenberg,1.0,1.0
Doug Block,1.0,1.0
Chad Kapper,1.0,1.0
Paul Fierlinger,1.0,246574.0
Sandra Fierlinger,1.0,246574.0
Yorgos Lanthimos,1.0,110197.0
Lauren Lazin,1.0,7808524.0
Gregory Widen,1.0,16.0
Niall Johnson,1.0,1.0
Eric Mendelsohn,1.0,1.0
Jean-Luc Godard,2.0,2.0
Kim Longinotto,1.0,1.0
Florence Ayisi,1.0,1.0
Michael Roemer,1.0,1.0
Eddie O'Flaherty,1.0,1.0
Babar Ahmed,1.0,1.0
John D. Hancock,1.0,299455833.0
Paul Bartel,1.0,8000000.0
Jason Marsden,1.0,1.0
Bruce Dellis,1.0,1.0
Pece Dingo,1.0,1.0
Jerome Elston Scott,1.0,1.0
Étienne Faure,1.0,1.0
Herb Freed,1.0,1.0
Jack Perez,1.0,1.0
Craig Zobel,1.0,319285.0
Maria Maggenti,1.0,1.0
Piyush Dinker Pandya,1.0,1.0
Emma-Kate Croghan,1.0,1.0
Bill Plympton,1.0,203.0
Drake Doremus,1.0,3542353.0
Kurt Voss,1.0,1.0
Michael Kang,1.0,1.0
Lori Silverbush,1.0,1.0
Michael Skolnik,1.0,1.0
Stuart Hazeldine,1.0,1.0
Hilary Brougher,1.0,1.0
Rachel Goldenberg,1.0,1.0
Corbin Bernsen,1.0,1.0
Jamin Winans,1.0,1.0
Tom Seidman ,1.0,580000.0
Matt Cimber,1.0,38122165.0
Andrew Hyatt,1.0,1.0
Kristin Rizzo,1.0,1.0
Zoran Lisinac,1.0,1.0
James O'Brien,1.0,1.0
Tom Putnam,1.0,111300.0
Brenna Sanchez,1.0,111300.0
Jon Matthews,1.0,1.0
Al Silliman Jr.,1.0,27000000.0
Eugène Lourié,1.0,5000000.0
Lowell Sherman,1.0,2200000.0
David Evans ,1.0,2295733.0
Sherman Alexie,1.0,1.0
Justin Dillon,1.0,1.0
Stevan Mena,1.0,1.0
Livingston Oden,1.0,1.0
Taylor Scott Olson,1.0,1.0
Chris Marker,1.0,333932083.0
Carl Theodor Dreyer,1.0,1.0
Marianna Palka,1.0,1.0
Ricki Stern,1.0,1.0
Anne Sundberg,1.0,1.0
Nadia Tass,1.0,1.0
James Kerwin,1.0,1.0
Darren Press,1.0,1.0
C. Fraser Press,1.0,1.0
Rania Attieh,1.0,1.0
Daniel Garcia,1.0,1.0
Sharon Greytak,1.0,1.0
Majid Majidi,1.0,900000.0
Andrew Haigh,1.0,469947.0
Cary Bell,1.0,1.0
Nicolae Constantin Tanase,1.0,1.0
Melvin Van Peebles,1.0,15200000.0
Ken Roht,1.0,1.0
Robinson Devor,1.0,1.0
Michel O. Scott,1.0,1.0
Pat Holden,1.0,1.0
Eric Bugbee,1.0,1.0
Bill Melendez,1.0,1.0
Dena Seidel,1.0,1.0
Deborah Anderson,1.0,1.0
Sara Newens,1.0,1.0
Mina T. Son,1.0,1.0
Sai Varadan,1.0,1.0
Lynn Shelton,1.0,3200000.0
David Hewlett,1.0,1.0
Nate Parker,1.0,15861566.0
Nathan Smith Jones,1.0,1.0
Travis Cluff,1.0,42664410.0
Chris Lofing,1.0,42664410.0
Robert Townsend,1.0,1.0
Jamaa Fanaka,1.0,1.0
Larry Blamire,1.0,1.0
Stephen Langford,1.0,1.0
E.L. Katz,1.0,1.0
Lisanne Pajot,1.0,1.0
James Swirsky,1.0,1.0
Dan Reed,1.0,1.0
John Reinhardt,1.0,1.0
Patrick Ryan Sims,1.0,1.0
László Benedek,1.0,1.0
Jason Miller,1.0,1.0
Sut Jhally,1.0,1.0
Julie Davis,1.0,1.0
Myles Berkowitz,1.0,1.0
Brett Piper,1.0,1.0
Brandon Trost,1.0,1.0
Jason Trost,2.0,2.0
Joseph Green,1.0,1.0
Wade Gasque,1.0,1.0
Daniel Schechter,1.0,1.0
Matt Johnson,1.0,1.0
Bruno Barreto,1.0,1.0
Lena Dunham,1.0,416498.0
Terron R. Parsons,1.0,1.0
Daniel Mellitz,1.0,1.0
Jem Cohen,1.0,1.0
Andrew Leman,1.0,1.0
Dave Carroll,1.0,1.0
William Eubank,1.0,600896.0
Patrick Meaney,1.0,1.0
Chad Hartigan,1.0,1.0
Malcolm Goodwin,1.0,1.0
Kevin Jordan,1.0,1.0
Kirk Loudon,1.0,1.0
Travis Legge,2.0,2.0
Collin Joseph Neal,1.0,1.0
Bradley Rust Gray,1.0,1.0
Mike Bruce,1.0,1.0
Andrew Bujalski,2.0,76902.0
Damir Catic,1.0,1.0
James Bidgood,1.0,1.0
Eric Eason,1.0,1.0
Joseph Mazzella,1.0,1.0
Marcus Nispel,1.0,1.0
Jim Chuchu,1.0,1.0
Daryl Wein,1.0,1.0
Jafar Panahi,1.0,40656399.0
Ivan Kavanagh,1.0,1.0
Kiyoshi Kurosawa,1.0,99000.0
Tadeo Garcia,1.0,1.0
Thomas L. Phillips,1.0,1.0
Ash Baron-Cohen,1.0,1.0
Shane Carruth,1.0,424760.0
Neill Dela Llana,1.0,1.0
Ian Gamazon,1.0,1.0
Scott Smith,1.0,1.0
Daniel Hsia,1.0,1.0
Brian Herzlinger,1.0,1.0
Brett Winn,1.0,1.0
